ID,area_m2,WUA,HHS,d_HSI,v_HSI,watershed,scenario,year,scale
NF1,36538,12996.931302268116,0.35570998145131416,0.3930763316617249,0.44828467821554696,nf,chnk_spw,2021,geo
NF10,6738,585.4814591251323,0.08689246944570085,0.33361105974513866,0.0959263398194079,nf,chnk_spw,2021,geo
NF11,7174,531.0705966149889,0.074027125259965,0.3292932730520274,0.08182125129118928,nf,chnk_spw,2021,geo
NF12,7062,528.4940067540789,0.07483630795158297,0.30846996574131774,0.08138467102281621,nf,chnk_spw,2021,geo
NF13,6704,603.9778602829392,0.0900921629300327,0.31504789018380613,0.09714863361237296,nf,chnk_spw,2021,geo
NF14,6833,556.729168629215,0.08147653572796941,0.2729357769890619,0.08928635968465583,nf,chnk_spw,2021,geo
NF15,5379,353.2843323602077,0.065678440669308,0.27187175610682895,0.07679305909900229,nf,chnk_spw,2021,geo
NF16,5973,362.9163621436492,0.06075947800831227,0.2484886836375261,0.07710964800792411,nf,chnk_spw,2021,geo
NF17,5451,435.1467329735018,0.07982878975848501,0.2807701030467371,0.10768120589617758,nf,chnk_spw,2021,geo
NF18,4841,422.188228790011,0.08721095409832906,0.290480178556263,0.10917314842200353,nf,chnk_spw,2021,geo
NF19,1559,130.68037997896388,0.08382320717059903,0.29770900692551316,0.09630605554770323,nf,chnk_spw,2021,geo
NF2,27254,3121.6247949400404,0.11453822539590668,0.31840450141376536,0.11762672738858859,nf,chnk_spw,2021,geo
NF3,34623,2857.7495056348534,0.0825390493497055,0.3035235322353838,0.08367285810411411,nf,chnk_spw,2021,geo
NF4,24411,1439.8282218299676,0.05898276276391658,0.25799226513273826,0.07810942417971976,nf,chnk_spw,2021,geo
NF5,159,13.759998688943938,0.08654087225750905,0.42138943289510866,0.10521997451116828,nf,chnk_spw,2021,geo
NF9,7634,784.6174994603653,0.10277934234482122,0.35221022631730403,0.11549575372652364,nf,chnk_spw,2021,geo
