ID,area_m2,WUA,HHS,d_HSI,v_HSI,watershed,scenario,year,scale
NF1,36538,22085.969638742645,0.6044657517856107,0.4720801518630627,0.8994091411192171,nf,sthd_juv,2021,geo
NF10,6738,3586.732716638768,0.5323141461322006,0.4139867631513098,0.8196913280519403,nf,sthd_juv,2021,geo
NF11,7174,3773.9403154085794,0.5260580311414245,0.40915783811706935,0.7961256309803606,nf,sthd_juv,2021,geo
NF12,7062,3649.8571424275656,0.5168305214425893,0.3916669221102904,0.8030394653180709,nf,sthd_juv,2021,geo
NF13,6704,3426.4052579036875,0.5110986363221491,0.4006661240834894,0.7885245471791117,nf,sthd_juv,2021,geo
NF14,6833,3347.295864785819,0.48987207153312146,0.3564287199770987,0.8011192080512617,nf,sthd_juv,2021,geo
NF15,5379,2549.0482960660597,0.4738888819605986,0.3567445653781724,0.768160775831923,nf,sthd_juv,2021,geo
NF16,5973,2730.278059249,0.4571033080945923,0.32977600225183246,0.7792714261855058,nf,sthd_juv,2021,geo
NF17,5451,2646.4096714145353,0.48549067536498536,0.36219560865991113,0.8004283550216093,nf,sthd_juv,2021,geo
NF18,4841,2465.292592972482,0.5092527562430246,0.3715376465751523,0.8326987564781617,nf,sthd_juv,2021,geo
NF19,1559,804.4364059176198,0.5159951288759589,0.38169744700003005,0.8254505819138185,nf,sthd_juv,2021,geo
NF2,27254,13525.038211851877,0.4962588321659895,0.39856685617723614,0.7688827973843492,nf,sthd_juv,2021,geo
NF3,34623,16939.084018320616,0.48924368247467337,0.3824435125927569,0.7729729381975645,nf,sthd_juv,2021,geo
NF4,24411,11308.178355197793,0.4632410943917821,0.33647856837286666,0.7993204916394083,nf,sthd_juv,2021,geo
NF5,159,91.84759424903851,0.577657825465651,0.5031173870350579,0.7834362399938101,nf,sthd_juv,2021,geo
NF9,7634,3831.770754627548,0.5019348643735326,0.42286235184463367,0.7575671002873905,nf,sthd_juv,2021,geo
